path,size_bytes,mtime,ext,top_dir
TEJ資料/TWN_EWPRCD_股價.csv,573942243,2026-04-22T15:06:31.468410,.csv,TEJ資料
TEJ資料/TWN_EWTINST1_三大法人.csv,478913280,2026-04-22T15:06:48.670440,.csv,TEJ資料
資料.rar,363804842,2026-04-22T15:27:04,.rar,
TEJ資料/TWN_EWGIN_融資融券.csv,333957514,2026-04-22T15:06:09.948371,.csv,TEJ資料
股票期貨.zip,115162570,2026-04-13T17:25:30.215679,.zip,
DATA_BY_SYMBOL/GC/GC_1_min.parquet,92131990,2026-05-10T00:36:22.838331,.parquet,DATA_BY_SYMBOL
GC_1min_2010-2024.zip,74140887,2026-05-02T23:12:08.470604,.zip,
NQ_1min_2010-2024.zip,72912276,2026-05-04T01:18:48.285521,.zip,
ES_1min_2010-2024.zip,56904864,2026-05-04T01:18:40.376916,.zip,
股票期貨/stock_futures_daily.parquet,47685666,2026-04-13T10:46:44,.parquet,股票期貨
股票期貨/stock_futures_daily_taifex.parquet,47651818,2026-04-13T10:46:40,.parquet,股票期貨
DATA_BY_SYMBOL/GC/GC_5_mins.parquet,41401964,2026-05-02T23:35:53.891677,.parquet,DATA_BY_SYMBOL
data.7z,39764749,2026-04-17T16:24:40.769407,.7z,
MXF_1m_clean_all.parquet,39416936,2026-03-17T11:04:08,.parquet,
TEJ資料/TWN_EWIFINQ_累季財報.csv,39027133,2026-04-22T15:06:11.516374,.csv,TEJ資料
TEJ資料/TWN_EWIFINQ_單季財報.csv,38595282,2026-04-22T15:06:10.721371,.csv,TEJ資料
選擇權日盤逐筆原始資料_TXO.parquet.zip,38545707,2026-04-22T13:56:29.215625,.zip,
選擇權日盤逐筆原始資料_TXO.parquet/選擇權日盤逐筆原始資料_TXO.parquet,38545519,2026-04-22T13:52:34,.parquet,選擇權日盤逐筆原始資料_TXO.parquet
外資投信買賣超資料/institutional_clean.parquet,32322199,2026-04-14T07:58:19.504825,.parquet,外資投信買賣超資料
外資投信買賣超資料/institutional_full.parquet,31529083,2026-04-13T21:20:56.941895,.parquet,外資投信買賣超資料
股票期貨/clean_all_sessions.parquet,29810719,2026-04-13T11:10:57,.parquet,股票期貨
MXF_1m_clean_all.zip,29320574,2026-03-28T17:47:00,.zip,
TXO_1min_merged_20260310-20260422.parquet.zip,16375944,2026-04-22T18:15:57.123271,.zip,
TXO_1min_merged_20260310-20260422.parquet/TXO_1min_merged_20260310-20260422.parquet,16375764,2026-04-22T18:00:52,.parquet,TXO_1min_merged_20260310-20260422.parquet
股票期貨/continuous_near_month.parquet,12624700,2026-04-13T11:11:47,.parquet,股票期貨
NQ/2024.parquet,10095090,2026-05-01T13:09:44,.parquet,NQ
NQ/2022.parquet,9937152,2026-05-01T13:09:44,.parquet,NQ
ES/2024.parquet,9410791,2026-05-01T13:09:45,.parquet,ES
NQ/2021.parquet,9389793,2026-05-01T13:09:44,.parquet,NQ
NQ/2020.parquet,9312155,2026-05-01T13:09:43,.parquet,NQ
NQ/2023.parquet,8514865,2026-05-01T13:09:44,.parquet,NQ
ES/2023.parquet,8399277,2026-05-01T13:09:45,.parquet,ES
ES/2022.parquet,8237909,2026-05-01T13:09:45,.parquet,ES
GC/2022.parquet,7458226,2026-05-01T13:09:48,.parquet,GC
GC/2024.parquet,7375359,2026-05-01T13:09:48,.parquet,GC
GC/2020.parquet,7109301,2026-05-01T13:09:48,.parquet,GC
ES/2020.parquet,6966335,2026-05-01T13:09:45,.parquet,ES
GC/2021.parquet,6867612,2026-05-01T13:09:48,.parquet,GC
ES/2021.parquet,6781632,2026-05-01T13:09:45,.parquet,ES
NQ/2019.parquet,6626529,2026-05-01T13:09:43,.parquet,NQ
GC/2013.parquet,6095010,2026-05-01T13:09:47,.parquet,GC
GC/2019.parquet,6087134,2026-05-01T13:09:48,.parquet,GC
GC/2016.parquet,5799221,2026-05-01T13:09:47,.parquet,GC
GC/2012.parquet,5775255,2026-05-01T13:09:47,.parquet,GC
GC/2011.parquet,5771282,2026-05-01T13:09:47,.parquet,GC
GC/2023.parquet,5730532,2026-05-01T13:09:48,.parquet,GC
GC/2015.parquet,5644191,2026-05-01T13:09:47,.parquet,GC
GC/2014.parquet,5585294,2026-05-01T13:09:47,.parquet,GC
GC/2018.parquet,5579781,2026-05-01T13:09:48,.parquet,GC
GC/2017.parquet,5553311,2026-05-01T13:09:47,.parquet,GC
NQ/2018.parquet,5539181,2026-05-01T13:09:43,.parquet,NQ
GC/2010.parquet,5256048,2026-05-01T13:09:47,.parquet,GC
DATA_BY_SYMBOL/GC/GC_1_hour.parquet,5123832,2026-05-02T23:35:57.303116,.parquet,DATA_BY_SYMBOL
NQ/2016.parquet,5079205,2026-05-01T13:09:43,.parquet,NQ
NQ/2017.parquet,5024729,2026-05-01T13:09:43,.parquet,NQ
NQ/2015.parquet,4825157,2026-05-01T13:09:43,.parquet,NQ
ES/2019.parquet,4770730,2026-05-01T13:09:45,.parquet,ES
DATA_BY_SYMBOL/NQ/NQ_5_mins.parquet,4509152,2026-05-01T04:43:34.217275,.parquet,DATA_BY_SYMBOL
NQ/2014.parquet,4488198,2026-05-01T13:09:43,.parquet,NQ
NQ/2011.parquet,4431479,2026-05-01T13:09:42,.parquet,NQ
NQ/2012.parquet,4407164,2026-05-01T13:09:43,.parquet,NQ
ES/2018.parquet,4286025,2026-05-01T13:09:45,.parquet,ES
NQ/2013.parquet,4234786,2026-05-01T13:09:43,.parquet,NQ
ES/2016.parquet,3770900,2026-05-01T13:09:44,.parquet,ES
DATA_BY_SYMBOL/ES/ES_5_mins.parquet,3731871,2026-05-01T04:43:25.531172,.parquet,DATA_BY_SYMBOL
ES/2015.parquet,3684603,2026-05-01T13:09:44,.parquet,ES
ES/2011.parquet,3622950,2026-05-01T13:09:44,.parquet,ES
ES/2012.parquet,3272555,2026-05-01T13:09:44,.parquet,ES
ES/2014.parquet,3117300,2026-05-01T13:09:44,.parquet,ES
ES/2013.parquet,3075036,2026-05-01T13:09:44,.parquet,ES
ES/2017.parquet,2931859,2026-05-01T13:09:44,.parquet,ES
日k 期貨tquant lab.rar,755258,2026-05-10T01:21:57.300148,.rar,
DATA_BY_SYMBOL/RTY/RTY_1_min.parquet,498371,2026-05-10T00:36:13.090450,.parquet,DATA_BY_SYMBOL
SUPPLEMENT/DERIVED/cross_market_features.parquet,443076,2026-04-29T16:05:05.979120,.parquet,SUPPLEMENT
DATA_BY_SYMBOL/QQQ/QQQ_1_min.parquet,418582,2026-05-13T06:24:19.421826,.parquet,DATA_BY_SYMBOL
DATA_BY_SYMBOL/NQ/NQ_1_min.parquet,379637,2026-05-13T06:24:22.721595,.parquet,DATA_BY_SYMBOL
DATA_BY_SYMBOL/SPY/SPY_1_min.parquet,377342,2026-05-13T06:24:21.267478,.parquet,DATA_BY_SYMBOL
日k 期貨tquant lab/MTX_continuous_adj_back.parquet,371894,2026-05-10T01:14:34.629032,.parquet,日k 期貨tquant lab
日k 期貨tquant lab/TX_continuous_adj_back.parquet,371209,2026-05-10T01:14:34.518709,.parquet,日k 期貨tquant lab
股票期貨/clean_afterhours.parquet,336770,2026-04-13T11:10:56,.parquet,股票期貨
DATA_BY_SYMBOL/GC/GC_1_day.parquet,322435,2026-05-02T23:36:00.484968,.parquet,DATA_BY_SYMBOL
SUPPLEMENT/TAIFEX/foreign_oi_daily.parquet,281010,2026-05-10T09:48:31.819370,.parquet,SUPPLEMENT
DATA_BY_SYMBOL/YM/YM_1_min.parquet,275467,2026-05-13T06:24:24.519941,.parquet,DATA_BY_SYMBOL
DATA_BY_SYMBOL/ES/ES_1_min.parquet,273612,2026-05-13T06:24:25.877648,.parquet,DATA_BY_SYMBOL
DATA_BY_SYMBOL/DIA/DIA_1_min.parquet,271321,2026-05-13T06:24:20.535377,.parquet,DATA_BY_SYMBOL
三大法人買賣超/twse_market_scale/raw_json/20260304.json,261523,2026-04-20T12:02:32.217084,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260303.json,259426,2026-04-20T04:05:36.892886,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260302.json,258863,2026-04-20T04:05:36.295264,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260202.json,258547,2026-04-20T04:05:31.307934,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260130.json,258247,2026-04-20T04:05:30.919281,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260206.json,258215,2026-04-20T04:05:32.952600,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260223.json,257587,2026-04-20T04:05:34.565159,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260129.json,257348,2026-04-20T04:05:30.596836,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260226.json,257270,2026-04-20T04:05:35.973373,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260225.json,257266,2026-04-20T04:05:35.688242,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260224.json,257191,2026-04-20T04:05:35.179561,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260211.json,257153,2026-04-20T04:05:34.000575,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260205.json,257144,2026-04-20T04:05:32.595171,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260305.json,256739,2026-04-20T22:44:07.398262,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260128.json,256664,2026-04-20T04:05:30.288894,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260121.json,256528,2026-04-20T04:05:28.375420,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260127.json,256297,2026-04-20T04:05:29.942904,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260209.json,256074,2026-04-20T04:05:33.324799,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260306.json,256048,2026-04-20T23:16:21.265145,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260105.json,256010,2026-04-20T04:05:23.873435,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260105.json,256010,2026-04-28T12:22:32.457146,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260119.json,255983,2026-04-20T04:05:27.666778,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260116.json,255927,2026-04-20T04:05:27.300183,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260116.json,255927,2026-04-28T17:03:02.843763,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260123.json,255848,2026-04-20T04:05:29.144581,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260210.json,255764,2026-04-20T04:05:33.615222,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260113.json,255714,2026-04-20T04:05:26.232966,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260113.json,255714,2026-04-28T15:29:42.263584,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260120.json,255684,2026-04-20T04:05:28.006663,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260126.json,255684,2026-04-20T04:05:29.654319,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260122.json,255607,2026-04-20T04:05:28.790522,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260108.json,255431,2026-04-20T04:05:24.975429,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260108.json,255431,2026-04-28T13:56:04.920564,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260204.json,255424,2026-04-20T04:05:32.233783,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260203.json,255281,2026-04-20T04:05:31.850524,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20260107.json,255029,2026-04-20T04:05:24.649343,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260107.json,255029,2026-04-28T13:24:41.255722,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260115.json,254969,2026-04-20T04:05:26.948834,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260115.json,254969,2026-04-28T16:32:00.908481,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260114.json,254936,2026-04-20T04:05:26.546265,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260114.json,254721,2026-04-28T16:00:52.536126,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260112.json,254285,2026-04-20T04:05:25.677267,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260112.json,254285,2026-04-28T14:58:33.105446,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260102.json,253833,2026-04-20T04:05:23.476439,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260102.json,253833,2026-04-28T11:51:22.917778,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260106.json,253719,2026-04-20T04:05:24.252995,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260106.json,253719,2026-04-28T12:53:39.312110,.json,台指期一分鐘
三大法人買賣超/twse_market_scale/raw_json/20260109.json,253671,2026-04-20T04:05:25.319010,.json,三大法人買賣超
台指期一分鐘/三大法人買賣超/twse_market_scale/raw_json/20260109.json,253671,2026-04-28T14:27:21.201269,.json,台指期一分鐘
日k 期貨tquant lab/MTX_continuous_raw.parquet,248988,2026-05-10T01:14:34.582511,.parquet,日k 期貨tquant lab
日k 期貨tquant lab/TX_continuous_raw.parquet,248534,2026-05-10T01:14:34.472198,.parquet,日k 期貨tquant lab
三大法人買賣超/twse_market_scale/raw_json/20240708.json,241828,2026-04-17T19:15:50.403478,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240709.json,241639,2026-04-17T19:15:50.731623,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240523.json,241228,2026-04-17T19:15:39.836774,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240624.json,240647,2026-04-17T19:15:47.111633,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240705.json,240437,2026-04-17T19:15:50.073979,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240702.json,240253,2026-04-17T19:15:49.084636,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240711.json,240066,2026-04-17T19:15:51.462468,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240530.json,239969,2026-04-17T19:15:41.723480,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240627.json,239951,2026-04-17T19:15:48.110319,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240621.json,239870,2026-04-17T19:15:46.778101,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240619.json,239802,2026-04-17T19:15:46.126904,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240701.json,239779,2026-04-17T19:15:48.776111,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240611.json,239742,2026-04-17T19:15:44.003622,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240703.json,239679,2026-04-17T19:15:49.417230,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240704.json,239575,2026-04-17T19:15:49.750774,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240529.json,239549,2026-04-17T19:15:41.343025,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240626.json,239529,2026-04-17T19:15:47.796322,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240710.json,239491,2026-04-17T19:15:51.096852,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240531.json,239254,2026-04-17T19:15:42.033733,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240521.json,238994,2026-04-17T19:15:39.153438,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240612.json,238864,2026-04-17T19:15:44.414777,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240604.json,238829,2026-04-17T19:15:42.651541,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240520.json,238818,2026-04-17T19:15:38.709474,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240628.json,238761,2026-04-17T19:15:48.478476,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240617.json,238690,2026-04-17T19:15:45.393855,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240517.json,238655,2026-04-17T19:15:38.362094,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240509.json,238645,2026-04-17T19:15:36.027767,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240516.json,238617,2026-04-17T19:15:37.988394,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240606.json,238491,2026-04-17T19:15:43.341122,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240522.json,238479,2026-04-17T19:15:39.480342,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240614.json,238455,2026-04-17T19:15:45.067229,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240528.json,238405,2026-04-17T19:15:40.870737,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240618.json,238374,2026-04-17T19:15:45.755909,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240513.json,238242,2026-04-17T19:15:36.746040,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240515.json,238240,2026-04-17T19:15:37.618875,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240625.json,238174,2026-04-17T19:15:47.444713,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240613.json,238159,2026-04-17T19:15:44.732258,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240603.json,238098,2026-04-17T19:15:42.343678,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240605.json,238073,2026-04-17T19:15:43.040105,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240524.json,238040,2026-04-17T19:15:40.183307,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240620.json,237962,2026-04-17T19:15:46.446389,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240607.json,237825,2026-04-17T19:15:43.684392,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240527.json,237775,2026-04-17T19:15:40.521190,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240510.json,237666,2026-04-17T19:15:36.428170,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240507.json,237432,2026-04-17T19:15:35.319506,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240514.json,237324,2026-04-17T19:15:37.192490,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240506.json,236929,2026-04-17T19:15:34.972294,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240503.json,236625,2026-04-17T19:15:34.665092,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240508.json,236505,2026-04-17T19:15:35.720454,.json,三大法人買賣超
三大法人買賣超/twse_market_scale/raw_json/20240502.json,236346,2026-04-17T19:15:34.220293,.json,三大法人買賣超
SUPPLEMENT/FX/_bronze/yfinance_twdx_20260510_raw.csv,231298,2026-05-10T09:48:32.314084,.csv,SUPPLEMENT
三大法人買賣超/taifex_total_table/taifex_total_table_combined_long_utf8.csv,230480,2026-04-17T16:58:53.095120,.csv,三大法人買賣超
DATA_BY_SYMBOL/SPX/SPX_1_min.parquet,212418,2026-05-13T06:24:27.219014,.parquet,DATA_BY_SYMBOL
三大法人買賣超/taifex_total_table/taifex_total_table_combined_wide_utf8.csv,194657,2026-04-17T16:58:53.102651,.csv,三大法人買賣超
SUPPLEMENT/FX/USDTWD_daily.parquet,172453,2026-05-10T09:48:32.366129,.parquet,SUPPLEMENT
SUPPLEMENT/DERIVED/txo_daily_features.parquet,126724,2026-05-09T17:38:43.536729,.parquet,SUPPLEMENT
SUPPLEMENT/CREDIT/LQD_daily.parquet,111164,2026-04-27T18:42:56.084987,.parquet,SUPPLEMENT
SUPPLEMENT/CREDIT/HYG_daily.parquet,111075,2026-04-27T18:42:55.612585,.parquet,SUPPLEMENT
SUPPLEMENT/CREDIT/IEF_daily.parquet,110267,2026-04-27T18:42:55.916132,.parquet,SUPPLEMENT
SUPPLEMENT/CREDIT/TIP_daily.parquet,108848,2026-04-27T18:42:56.525864,.parquet,SUPPLEMENT
SUPPLEMENT/US_SECTOR_ETF/SPY_daily.parquet,107140,2026-04-29T16:04:47.730224,.parquet,SUPPLEMENT
SUPPLEMENT/US_SECTOR_ETF/QQQ_daily.parquet,107115,2026-04-29T16:04:45.708269,.parquet,SUPPLEMENT
SUPPLEMENT/US_SECTOR_ETF/XLE_daily.parquet,106728,2026-04-29T16:04:55.837005,.parquet,SUPPLEMENT
SUPPLEMENT/US_SECTOR_ETF/IWM_daily.parquet,106675,2026-04-29T16:04:49.758250,.parquet,SUPPLEMENT
SUPPLEMENT/US_SECTOR_ETF/XLK_daily.parquet,106459,2026-04-29T16:04:51.779655,.parquet,SUPPLEMENT
SUPPLEMENT/US_SECTOR_ETF/TLT_daily.parquet,106246,2026-04-29T16:05:03.942951,.parquet,SUPPLEMENT
SUPPLEMENT/US_SECTOR_ETF/XLF_daily.parquet,106127,2026-04-29T16:04:53.809516,.parquet,SUPPLEMENT
SUPPLEMENT/US_SECTOR_ETF/XLI_daily.parquet,105807,2026-04-29T16:04:59.891563,.parquet,SUPPLEMENT
SUPPLEMENT/US_SECTOR_ETF/XLV_daily.parquet,105802,2026-04-29T16:04:57.866976,.parquet,SUPPLEMENT
SUPPLEMENT/CREDIT/SHY_daily.parquet,101262,2026-04-27T18:42:55.765985,.parquet,SUPPLEMENT
SUPPLEMENT/TW_INDEX/0056_TW_daily.parquet,101020,2026-04-29T16:03:52.950683,.parquet,SUPPLEMENT
SUPPLEMENT/TW_INDEX/0050_TW_daily.parquet,100967,2026-04-29T16:03:50.915801,.parquet,SUPPLEMENT
SUPPLEMENT/US_INDEX/NDX_daily.parquet,95029,2026-04-29T16:04:07.187549,.parquet,SUPPLEMENT
SUPPLEMENT/US_INDEX/GSPC_daily.parquet,94201,2026-04-29T16:04:05.139672,.parquet,SUPPLEMENT
SUPPLEMENT/US_INDEX/RUT_daily.parquet,93742,2026-04-29T16:04:11.241243,.parquet,SUPPLEMENT
SUPPLEMENT/US_INDEX/DJI_daily.parquet,93042,2026-04-29T16:04:09.217766,.parquet,SUPPLEMENT
SUPPLEMENT/ASIA/STI_daily.parquet,92303,2026-04-29T16:04:43.678370,.parquet,SUPPLEMENT
SUPPLEMENT/ASIA/HSI_daily.parquet,92061,2026-04-29T16:04:37.603341,.parquet,SUPPLEMENT
SUPPLEMENT/TW_INDEX/TWII_daily.parquet,88933,2026-04-29T16:03:48.897261,.parquet,SUPPLEMENT
MXF_1d_clean_all.parquet.zip,88609,2026-04-22T13:56:12.962692,.zip,
MXF_1d_clean_all.parquet/MXF_1d_clean_all.parquet,88463,2026-04-22T13:52:14,.parquet,MXF_1d_clean_all.parquet
SUPPLEMENT/US_SECTOR_ETF/GLD_daily.parquet,88330,2026-04-29T16:05:01.916651,.parquet,SUPPLEMENT
SUPPLEMENT/ASIA/KS11_daily.parquet,88060,2026-04-29T16:04:41.643078,.parquet,SUPPLEMENT
SUPPLEMENT/ASIA/000001_SS_daily.parquet,86435,2026-04-29T16:04:39.626608,.parquet,SUPPLEMENT
SUPPLEMENT/US_FUTURES/RTY_F_daily.parquet,85704,2026-04-29T16:04:01.081503,.parquet,SUPPLEMENT
SUPPLEMENT/COMMODITY/CL_F_daily.parquet,84782,2026-04-29T16:04:19.376346,.parquet,SUPPLEMENT
SUPPLEMENT/ASIA/N225_daily.parquet,84498,2026-04-29T16:04:35.576530,.parquet,SUPPLEMENT
SUPPLEMENT/US_FUTURES/NQ_F_daily.parquet,83715,2026-04-29T16:03:54.982579,.parquet,SUPPLEMENT
SUPPLEMENT/COMMODITY/NG_F_daily.parquet,80902,2026-04-29T16:04:23.429872,.parquet,SUPPLEMENT
SUPPLEMENT/US_FUTURES/YM_F_daily.parquet,80714,2026-04-29T16:03:59.043608,.parquet,SUPPLEMENT
SUPPLEMENT/COMMODITY/GC_F_daily.parquet,79954,2026-04-29T16:04:17.344283,.parquet,SUPPLEMENT
SUPPLEMENT/US_INDEX/SOX_daily.parquet,79530,2026-04-29T16:04:15.317838,.parquet,SUPPLEMENT
SUPPLEMENT/COMMODITY/SI_F_daily.parquet,79467,2026-04-29T16:04:21.405706,.parquet,SUPPLEMENT
SUPPLEMENT/US_FUTURES/ES_F_daily.parquet,79432,2026-04-29T16:03:57.005246,.parquet,SUPPLEMENT
SUPPLEMENT/FX/JPY_X_daily.parquet,79162,2026-04-29T16:04:31.532071,.parquet,SUPPLEMENT
三大法人買賣超/institutional_yahoo_value_clean.csv,78824,2026-04-17T16:51:41.020156,.csv,三大法人買賣超
SUPPLEMENT/COMMODITY/HG_F_daily.parquet,77849,2026-04-29T16:04:25.453074,.parquet,SUPPLEMENT
三大法人買賣超/taifex_total_table/taifex_total_table_20250101_20251231_long_utf8.csv,77398,2026-04-17T16:58:52.747681,.csv,三大法人買賣超
三大法人買賣超/taifex_total_table/taifex_total_table_20240101_20241231_long_utf8.csv,76735,2026-04-17T16:58:52.315788,.csv,三大法人買賣超
外資投信買賣超資料/stocks_index.parquet,76261,2026-04-14T07:58:20.078369,.parquet,外資投信買賣超資料
SUPPLEMENT/FX/EURUSD_X_daily.parquet,75247,2026-04-29T16:04:29.509139,.parquet,SUPPLEMENT
SUPPLEMENT/FX/CNY_X_daily.parquet,72731,2026-04-29T16:04:33.548818,.parquet,SUPPLEMENT
加權指數日線_2020-2026.csv,70812,2026-04-22T13:56:24.142725,.csv,
無風險利率日資料_2019-2026.csv,70667,2026-04-22T13:56:29.430447,.csv,
三大法人買賣超/taifex_total_table/taifex_total_table_20250101_20251231_raw_cp950.csv,70125,2026-04-17T16:58:52.740829,.csv,三大法人買賣超
SUPPLEMENT/US_INDEX/TNX_daily.parquet,70116,2026-04-27T19:19:46.630989,.parquet,SUPPLEMENT
三大法人買賣超/taifex_total_table/taifex_total_table_20240101_20241231_raw_cp950.csv,69492,2026-04-17T16:58:52.307196,.csv,三大法人買賣超
SUPPLEMENT/US_INDEX/VIX_daily.parquet,64063,2026-04-29T16:04:13.264676,.parquet,SUPPLEMENT
SUPPLEMENT/FX/DX-Y_NYB_daily.parquet,60078,2026-04-29T16:04:27.481826,.parquet,SUPPLEMENT
三大法人買賣超/taifex_total_table/taifex_total_table_20230417_20231231_long_utf8.csv,55508,2026-04-17T16:58:51.826859,.csv,三大法人買賣超
SUPPLEMENT/US_INDEX/IRX_daily.parquet,54089,2026-04-27T19:19:46.796470,.parquet,SUPPLEMENT
三大法人買賣超/taifex_total_table/taifex_total_table_20230417_20231231_raw_cp950.csv,50185,2026-04-17T16:58:51.817707,.csv,三大法人買賣超
外資投信買賣超資料/trading_calendar.parquet,43302,2026-04-14T07:58:20.369866,.parquet,外資投信買賣超資料
