path,size_bytes,mtime,ext,top_dir
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240617_raw.csv,739,2026-05-10T09:26:33.754240,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240729_raw.csv,739,2026-05-10T09:27:54.545957,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240821_raw.csv,739,2026-05-10T09:28:41.937033,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240905_raw.csv,739,2026-05-10T09:29:11.507601,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240910_raw.csv,739,2026-05-10T09:29:19.768080,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241018_raw.csv,739,2026-05-10T09:30:33.324217,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241104_raw.csv,739,2026-05-10T09:31:02.319406,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241106_raw.csv,739,2026-05-10T09:31:07.407830,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241111_raw.csv,739,2026-05-10T09:31:15.816944,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241112_raw.csv,739,2026-05-10T09:31:18.459036,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241217_raw.csv,739,2026-05-10T09:32:25.193105,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250220_raw.csv,739,2026-05-10T09:34:30.734443,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250602_raw.csv,739,2026-05-10T09:37:42.722971,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250704_raw.csv,739,2026-05-10T09:38:45.993620,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250901_raw.csv,739,2026-05-10T09:40:33.282753,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250916_raw.csv,739,2026-05-10T09:41:01.645258,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250919_raw.csv,739,2026-05-10T09:41:08.934194,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251022_raw.csv,739,2026-05-10T09:42:09.716489,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251028_raw.csv,739,2026-05-10T09:42:20.730974,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251104_raw.csv,739,2026-05-10T09:42:33.984336,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260305_raw.csv,739,2026-05-10T09:46:29.228060,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260311_raw.csv,739,2026-05-10T09:46:40.277856,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260428_raw.csv,739,2026-05-10T09:48:09.350244,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260429_raw.csv,739,2026-05-10T09:48:11.832033,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231020_raw.csv,738,2026-05-10T09:18:57.997182,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231026_raw.csv,738,2026-05-10T09:19:08.134994,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231221_raw.csv,738,2026-05-10T09:20:53.956193,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240108_raw.csv,738,2026-05-10T09:21:25.027761,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240122_raw.csv,738,2026-05-10T09:21:50.684847,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240401_raw.csv,738,2026-05-10T09:24:06.731847,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240506_raw.csv,738,2026-05-10T09:25:14.592531,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240710_raw.csv,738,2026-05-10T09:27:18.366753,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240815_raw.csv,738,2026-05-10T09:28:31.310362,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240903_raw.csv,738,2026-05-10T09:29:06.054211,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240904_raw.csv,738,2026-05-10T09:29:08.711435,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240909_raw.csv,738,2026-05-10T09:29:16.960977,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240918_raw.csv,738,2026-05-10T09:29:35.899155,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241001_raw.csv,738,2026-05-10T09:29:58.905684,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241004_raw.csv,738,2026-05-10T09:30:06.810904,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241008_raw.csv,738,2026-05-10T09:30:11.754579,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241122_raw.csv,738,2026-05-10T09:31:40.215836,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250110_raw.csv,738,2026-05-10T09:33:13.736921,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250218_raw.csv,738,2026-05-10T09:34:25.447061,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250304_raw.csv,738,2026-05-10T09:34:52.125104,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250312_raw.csv,738,2026-05-10T09:35:08.650141,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250409_raw.csv,738,2026-05-10T09:36:01.918527,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250411_raw.csv,738,2026-05-10T09:36:07.521590,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250819_raw.csv,738,2026-05-10T09:40:09.100196,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251007_raw.csv,738,2026-05-10T09:41:40.009940,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251016_raw.csv,738,2026-05-10T09:41:58.430390,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260130_raw.csv,738,2026-05-10T09:45:24.489241,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260206_raw.csv,738,2026-05-10T09:45:37.977753,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260327_raw.csv,738,2026-05-10T09:47:12.308391,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260409_raw.csv,738,2026-05-10T09:47:36.597538,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260410_raw.csv,738,2026-05-10T09:47:39.233991,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260413_raw.csv,738,2026-05-10T09:47:41.744692,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260423_raw.csv,738,2026-05-10T09:48:01.774290,.csv,SUPPLEMENT
三大法人買賣超/twse_bfi82u/twse_bfi82u_download_report.json,738,2026-04-17T17:06:21.205761,.json,三大法人買賣超
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230710_raw.csv,737,2026-05-10T09:15:36.555213,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230713_raw.csv,737,2026-05-10T09:15:45.088900,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230816_raw.csv,737,2026-05-10T09:16:51.183020,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230817_raw.csv,737,2026-05-10T09:16:53.945517,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230911_raw.csv,737,2026-05-10T09:17:38.449788,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230915_raw.csv,737,2026-05-10T09:17:49.232990,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231031_raw.csv,737,2026-05-10T09:19:15.822914,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240320_raw.csv,737,2026-05-10T09:23:44.712674,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240819_raw.csv,737,2026-05-10T09:28:36.698625,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240906_raw.csv,737,2026-05-10T09:29:14.275986,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241007_raw.csv,737,2026-05-10T09:30:09.243360,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241105_raw.csv,737,2026-05-10T09:31:04.881917,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241107_raw.csv,737,2026-05-10T09:31:10.063602,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241113_raw.csv,737,2026-05-10T09:31:21.201111,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241210_raw.csv,737,2026-05-10T09:32:11.777236,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250210_raw.csv,737,2026-05-10T09:34:09.528469,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250317_raw.csv,737,2026-05-10T09:35:16.953613,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250318_raw.csv,737,2026-05-10T09:35:19.648487,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250321_raw.csv,737,2026-05-10T09:35:27.881957,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250417_raw.csv,737,2026-05-10T09:36:18.463279,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250903_raw.csv,737,2026-05-10T09:40:38.702589,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250912_raw.csv,737,2026-05-10T09:40:56.448200,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250930_raw.csv,737,2026-05-10T09:41:27.354737,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251031_raw.csv,737,2026-05-10T09:42:28.683782,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251113_raw.csv,737,2026-05-10T09:42:52.315688,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251124_raw.csv,737,2026-05-10T09:43:10.865806,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260105_raw.csv,737,2026-05-10T09:44:31.775738,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260127_raw.csv,737,2026-05-10T09:45:16.277803,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260415_raw.csv,737,2026-05-10T09:47:46.569871,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230815_raw.csv,736,2026-05-10T09:16:48.571871,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231102_raw.csv,736,2026-05-10T09:19:20.855130,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231212_raw.csv,736,2026-05-10T09:20:35.493812,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240105_raw.csv,736,2026-05-10T09:21:22.119440,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240221_raw.csv,736,2026-05-10T09:22:51.547330,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240418_raw.csv,736,2026-05-10T09:24:42.214188,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240530_raw.csv,736,2026-05-10T09:26:03.097290,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240701_raw.csv,736,2026-05-10T09:27:00.417164,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240722_raw.csv,736,2026-05-10T09:27:40.405126,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240911_raw.csv,736,2026-05-10T09:29:22.567785,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240925_raw.csv,736,2026-05-10T09:29:48.720868,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241022_raw.csv,736,2026-05-10T09:30:38.618496,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241128_raw.csv,736,2026-05-10T09:31:50.842231,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250117_raw.csv,736,2026-05-10T09:33:27.728199,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250219_raw.csv,736,2026-05-10T09:34:28.085973,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250224_raw.csv,736,2026-05-10T09:34:36.150746,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250313_raw.csv,736,2026-05-10T09:35:11.281081,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250526_raw.csv,736,2026-05-10T09:37:29.512188,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251015_raw.csv,736,2026-05-10T09:41:55.664590,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251103_raw.csv,736,2026-05-10T09:42:31.322676,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251126_raw.csv,736,2026-05-10T09:43:16.344221,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251219_raw.csv,736,2026-05-10T09:44:01.609764,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260128_raw.csv,736,2026-05-10T09:45:19.061465,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260203_raw.csv,736,2026-05-10T09:45:29.690515,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260209_raw.csv,736,2026-05-10T09:45:40.648688,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260224_raw.csv,736,2026-05-10T09:46:09.292887,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260226_raw.csv,736,2026-05-10T09:46:14.694237,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260310_raw.csv,736,2026-05-10T09:46:37.625823,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260320_raw.csv,736,2026-05-10T09:46:58.493477,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260326_raw.csv,736,2026-05-10T09:47:09.710353,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260414_raw.csv,736,2026-05-10T09:47:44.163209,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260420_raw.csv,736,2026-05-10T09:47:53.857499,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230711_raw.csv,735,2026-05-10T09:15:39.446286,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230920_raw.csv,735,2026-05-10T09:17:57.352937,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231004_raw.csv,735,2026-05-10T09:18:25.469215,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231023_raw.csv,735,2026-05-10T09:19:00.471608,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231127_raw.csv,735,2026-05-10T09:20:06.618100,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231215_raw.csv,735,2026-05-10T09:20:43.590720,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240111_raw.csv,735,2026-05-10T09:21:32.864058,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240125_raw.csv,735,2026-05-10T09:21:58.441598,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240314_raw.csv,735,2026-05-10T09:23:34.340868,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240402_raw.csv,735,2026-05-10T09:24:09.645051,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240620_raw.csv,735,2026-05-10T09:26:41.312825,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241121_raw.csv,735,2026-05-10T09:31:37.535474,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250320_raw.csv,735,2026-05-10T09:35:25.259611,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250402_raw.csv,735,2026-05-10T09:35:48.065002,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250422_raw.csv,735,2026-05-10T09:36:26.497078,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250512_raw.csv,735,2026-05-10T09:37:02.306128,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250516_raw.csv,735,2026-05-10T09:37:13.410570,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250620_raw.csv,735,2026-05-10T09:38:18.665937,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250721_raw.csv,735,2026-05-10T09:39:14.469022,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250813_raw.csv,735,2026-05-10T09:39:58.842545,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250905_raw.csv,735,2026-05-10T09:40:43.870620,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250925_raw.csv,735,2026-05-10T09:41:19.177852,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251119_raw.csv,735,2026-05-10T09:43:02.972024,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251230_raw.csv,735,2026-05-10T09:44:21.074921,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260116_raw.csv,735,2026-05-10T09:44:56.901619,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260223_raw.csv,735,2026-05-10T09:46:06.555145,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260424_raw.csv,735,2026-05-10T09:48:04.195549,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260430_raw.csv,735,2026-05-10T09:48:14.284822,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230629_raw.csv,734,2026-05-10T09:15:16.747659,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230706_raw.csv,734,2026-05-10T09:15:30.903323,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230712_raw.csv,734,2026-05-10T09:15:42.382267,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230807_raw.csv,734,2026-05-10T09:16:31.884553,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231012_raw.csv,734,2026-05-10T09:18:41.450729,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231019_raw.csv,734,2026-05-10T09:18:55.252269,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20231109_raw.csv,734,2026-05-10T09:19:33.915489,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240102_raw.csv,734,2026-05-10T09:21:14.429303,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240312_raw.csv,734,2026-05-10T09:23:29.174809,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240315_raw.csv,734,2026-05-10T09:23:36.897012,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240326_raw.csv,734,2026-05-10T09:23:55.086138,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240412_raw.csv,734,2026-05-10T09:24:32.215553,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240503_raw.csv,734,2026-05-10T09:25:11.848859,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240516_raw.csv,734,2026-05-10T09:25:35.935660,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240520_raw.csv,734,2026-05-10T09:25:41.385979,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240606_raw.csv,734,2026-05-10T09:26:16.247202,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240607_raw.csv,734,2026-05-10T09:26:18.719958,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240704_raw.csv,734,2026-05-10T09:27:08.332124,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240826_raw.csv,734,2026-05-10T09:28:50.028949,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20240828_raw.csv,734,2026-05-10T09:28:55.016927,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241009_raw.csv,734,2026-05-10T09:30:14.319385,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20241101_raw.csv,734,2026-05-10T09:30:59.860326,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250106_raw.csv,734,2026-05-10T09:33:02.893931,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250116_raw.csv,734,2026-05-10T09:33:24.768370,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250401_raw.csv,734,2026-05-10T09:35:45.319542,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250410_raw.csv,734,2026-05-10T09:36:04.533133,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250418_raw.csv,734,2026-05-10T09:36:21.188374,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250528_raw.csv,734,2026-05-10T09:37:34.843607,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250604_raw.csv,734,2026-05-10T09:37:47.625553,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250618_raw.csv,734,2026-05-10T09:38:13.424654,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250619_raw.csv,734,2026-05-10T09:38:15.979120,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250701_raw.csv,734,2026-05-10T09:38:37.902282,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250711_raw.csv,734,2026-05-10T09:38:58.949915,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250805_raw.csv,734,2026-05-10T09:39:43.287975,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20250908_raw.csv,734,2026-05-10T09:40:46.268364,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251023_raw.csv,734,2026-05-10T09:42:12.536244,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251027_raw.csv,734,2026-05-10T09:42:17.857647,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251125_raw.csv,734,2026-05-10T09:43:13.496443,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20251203_raw.csv,734,2026-05-10T09:43:28.540506,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260112_raw.csv,734,2026-05-10T09:44:45.688284,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260113_raw.csv,734,2026-05-10T09:44:48.221763,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260114_raw.csv,734,2026-05-10T09:44:51.215761,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260318_raw.csv,734,2026-05-10T09:46:53.002310,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260416_raw.csv,734,2026-05-10T09:47:48.993454,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20260506_raw.csv,734,2026-05-10T09:48:24.522723,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_txf_20250407_raw.csv,734,2026-05-10T09:35:56.068424,.csv,SUPPLEMENT
SUPPLEMENT/TAIFEX/_bronze/taifex_mxf_20230613_raw.csv,733,2026-05-10T09:14:42.894588,.csv,SUPPLEMENT
